EC,description,uniprot,transferred,unspecific_ec
2.1.1.24,Transferred entry: 2.1.1.77 2.1.1.80 2.1.1.100,A7HC32 Q42539 O30199 Q0KB67 A5GEF7 A1TZ54 Q8TT93 Q2YCR1 Q3JCZ3 A1ASL8 Q12A85 Q2J302 A8FST4 A0LL58 A7HHV3 Q64J17 O27962 Q0K951 A5G4S7 A1U4P7 Q8TT94 Q2YBR7 Q3JAW6 A1ASW6 Q123X2 Q2IWH1 A8FX24 A0LM89 A5G6S0 A0KGH9 Q9YDA1 A4SRB5 Q0VQD1 B6EKL2 Q0A7L5 B4RZG8 B8J9E3 Q2IIL9 Q5P833 A8I4G3 A1K4F0 Q2L008 Q7WI37 Q7W671 A9IP04 P15246 A5EJV5 A4YV66 B1YRE4 Q1BGY4 B1JTA2 A0K7U6 Q0BEV7 Q39FP9 A3MK86 A2S291 Q62JV3 A1V4L2 A3NVY1 Q3JRP1 A3NA64 Q63UU3 Q2SWF4 A4JEQ0 Q27873 B0T1Q1 Q9A6T6 B8GX51 B3PJA8 Q5F3N1 B3EEX3 Q3B1L6 B3QQM1 B3ELJ9 A1BDC1 A4SGH4 Q8KFW8 Q1QU77 Q7NRV0 A8ANV7 Q487E5 A7MJ61 Q46ZH2 Q11TS0 Q92047 Q47D25 C6BTT9 Q30ZM2 B8J017 A8ZXR8 Q6ARM1 Q72AZ1 B8DJP7 A1VD15 Q9GPS6 B5YF00 B8E0T1 A8LQK6 Q27869 A7ZQI7 B7UHG2 B7MKL7 B7LEG1 P0A7A6 B5Z3A5 B7NT87 B7MZ44 B7LXF5 C4ZZP7 B1XCR9 A8A3M2 A1AET7 Q8FEJ8 B1IUT6 P0A7A5 B7N6X3 B6I6D3 B1LQ63 Q1R7U8 A4WDU8 B2VG25 B7LWJ2 A7HL14 A5FEA5 A6H0V1 B3E6I4 Q39VS0 Q74CZ5 Q7NJY2 A0LZ51 Q2SKW3 A1WWY5 B6JMT1 B5Z887 Q9ZKC2 P56133 A9AUP1 A4G4J3 P22061 A2BKH8 Q5QUB2 A8AAV7 A6SZX9 Q28TH8 B5XV38 A6TD35 B1L6T9 Q1INS6 Q1MRE5 B1Y0T0 Q4R5H0 A0L4K5 Q2W4A2 Q0ANE2 A6UWM1 Q0W2W0 A7I4W9 Q12UV0 A9VY77 Q1H095 Q2FRW3 Q57636 Q8TYL4 A4G087 A9A8I9 A6VI91 Q8PW90 A3CXP8 Q6M116 B1ZJW1 A2SF76 O26915 A0B9U1 A6UR90 P23506 Q1D6W9 B2A578 Q0ADP2 Q82VW0 Q3SRQ7 A6X6Y1 B6JFP0 B1ZPF0 A1B5M0 A7HXK6 B2JG67 Q6MCW9 Q6D1B6 C6DDF9 Q3A4N4 B4SFU3 A5CYQ6 A9BH07 Q7N8K3 Q6LMT7 P80895 Q5RA89 B4F223 Q48F88 Q15P27 A6V1G4 B7V8C3 Q02R96 P45683 Q1I655 Q4KHE7 C3K706 Q3IDD2 A4XWR1 A5W820 Q3KH83 B0KSC8 Q88MF0 B1JB29 Q886L4 Q4ZWP9 A4VJV3 Q9UXX0 Q8ZYN0 A4WNC5 A3MY16 Q8TZR3 O59534 A1RSC6 B1YC47 Q8Y039 P22062 O08249 B6ISM3 Q07N42 Q6NCU3 Q214W4 Q136H9 Q2RTH7 A3PIZ8 Q3J3D1 A4WU05 B9KQZ1 A7NI01 Q163U2 A5UZW2 Q5LQ09 Q1GFP1 Q21LB7 B5F407 A9MF32 Q57KJ8 B5FTS1 B5QW14 B5RDP9 B4TFW3 B4T453 Q5PEE9 A9N1H6 C0PXA3 B5BEY0 Q2S176 B4TTV7 Q8Z474 Q8ZMF9 Q9URZ1 A8G9Z6 A1S4E3 B8E8T7 A3D789 A6WR22 A9KYG4 Q12PY8 Q086A4 B0TK10 A3QC83 Q8EBR6 A8H1T1 A4Y937 B8CJQ2 A0KU88 Q0HL66 Q0HXG4 A1RHF9 B1KPT0 B2TZI8 Q31XA5 Q32CI7 Q0T1H4 Q83JY3 Q3YYB9 Q2NVM1 A3DMG3 B4SR93 B2FK95 Q2LUT4 Q2JJN4 B1XQE1 A6LNM3 Q56308 B6YX51 C6A3F2 Q3SKJ2 A5F9C1 A7MTT6 Q9KUI8 C3LS22 Q5E332 B5FAF3 Q87LQ6 B7VK62 Q8DC56 Q7MHQ8 Q43209 Q8PLR3 Q3BUS3 Q4UTP9 B0RTZ8 Q8P9Y6 Q2P1L5 B2SUB3 Q5GYL2 A7INP1 B2I8X8 Q9PF21 B0U4U6 Q87AK5 A1JJT8 A7FLX4 Q1C474 B2K581 Q8ZBQ0 A9R115 Q1CLR2 A4TQ01 Q66EB9 B1JJF4 O87131 Q9KQ06 Q9I6V7 Q88ER1 Q9KS61 Q9KKL3 Q9KCB8 P31105 O51069 Q0P9X6 A1VZQ6 P07364 B0R4J5 P21824 Q92DX0 Q9XDE8 Q2KCH9 P07801 Q9WYT5 Q57508 Q9X9K2 P31759 Q9FMW9 Q93W54 Q558K8 O60725 Q9EQK7 A2XX73 Q7XSR9 Q9WVM4 O12947 P87014 P32584,TRUE,2.1.1
2.1.1.242,16S rRNA (guanine(1516)-N(2))-methyltransferase.,Q6FEB3 B7I6D7 B2HTX7 B0VUQ6 A3M2K0 B0V7R3 A3N3G7 B3GZC5 B0BTF1 A6VLG0 A0KEG6 A4STK0 Q8U8Q0 Q0VQG9 B6EGR4 Q0A6F5 B4S2X7 C1DSX1 Q6MQB7 B8D8E9 P57646 Q8K904 B8D8A6 B3PLF9 Q1QZ91 Q7P0V2 A8AR83 Q48AK7 B6J489 B6J3G6 A9KB94 A9NAW7 Q83AK9 A7MKM8 Q47IZ2 Q6AL31 A5EWT6 A7ZT33 B7UL45 B7MEJ2 B7L5X8 P68568 B5YUS8 B7NNB9 B7N1D6 B7M2Q7 C4ZW44 B1X7V2 A8A5V4 A1AH34 Q0TBW6 Q8FCL1 B1J0D5 P68567 B7NEC8 B6I359 B1LIG5 Q1R5B9 C5BB22 A4WFT5 B2VHE7 B7LSX8 B0TX95 Q14GA7 A7N9Y1 Q2A5B9 B2SEQ2 A0Q814 Q0BNN3 Q5NEV4 A4IXK7 Q7VNB5 Q4QM52 A5UDM5 A5UHZ6 P44901 B8F6M3 Q0I1I8 Q2SL17 A1WYS6 B0UVN8 Q31E43 Q5QV55 B5XN47 A6TFB5 C1DD01 Q5X479 A5ICZ5 Q5ZUG1 Q5WVL3 A0L8U7 Q65PY5 A1U2T9 A6VUQ9 Q5F7B7 B4RIY4 P72077 A9M1A6 Q9JTE9 Q9JYF4 A1KV29 Q3JC80 A6WXR2 Q9CK31 Q6DB47 C6DJB2 Q7NA24 Q6LLM4 B4F016 Q48F42 Q15Z03 A6V1A8 B7V2T3 Q02RF2 Q9HXW0 Q1IDU5 Q4KHJ7 C3K4Q4 Q3IIA6 A4XXN9 A5W873 Q3KHD6 B0KS71 Q88MQ7 B1JBT2 Q886R2 Q4ZWU6 A4VN38 Q4FR06 Q1Q994 A1SYH7 Q2IYG1 Q6N453 Q134B7 B3QEZ3 Q21HF7 B5F9F6 A9MLL7 Q57IN4 B5FKL3 B5R3Z4 B5RGT3 B4T8C7 B4SWD9 Q5PJN8 A9MU21 C0Q148 B5BHN9 B4TYZ1 Q8Z270 Q9X6G2 A8GL03 A1SBL0 B8ECV6 A6WU68 A9KV34 Q12I41 Q07WD2 B0TN76 A3QJ65 Q8E8K6 A8H9X0 A4Y1K3 B8CV40 A0L2I5 A8FPK4 Q0HDH6 Q0HPQ7 A1RQ25 B1KLA4 B2U3P9 Q31VC8 Q32AW6 Q0SZG8 Q7UAV7 Q3YW34 B8GQ90 C4LD58 A7MU00 Q9KVR6 C3LPR5 Q5E8R9 B5FFB3 Q87TJ6 B7VHB0 Q8DD95 Q7MQD7 A1JSQ2 A7FP06 Q1C1A9 B2K6K6 Q8ZA46 Q1CDI1 A4TQY1 Q664F4 B1JHU7,FALSE,2.1.1
2.1.1.244,Protein N-terminal methyltransferase.,Q4KL94 Q4KLE6 D2H163 Q2T9N3 Q6NWX7 Q9BV86 Q8R2U4 Q5BJX0 B1H2P7 Q5PP70 A8WVR2 Q9N4D9 Q55DH6 Q6NN40 A2XMJ1 Q10CT5 O13748 P38340,FALSE,2.1.1
2.1.1.245,5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur proteinCo-methyltransferase.,Q8PZ09 Q50539 Q8PV87 Q9C4Z0 O29871 Q8TH44 Q57576 Q8TXF1 O27748,FALSE,2.1.1
2.1.1.246,[Methyl-Co(III) methanol-specific corrinoid protein]:coenzyme Mmethyltransferase.,Q48927 Q48949,FALSE,2.1.1
2.1.1.247,[Methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme Mmethyltransferase.,P58869 O30640 P58984,FALSE,2.1.1
2.1.1.248,[Methylamine--corrinoid protein] Co-methyltransferase.,P58865 O30642 Q46E72 P58866 Q9P9L4 P0C0W3 P0C0W4 P58969,FALSE,2.1.1
2.1.1.249,[Dimethylamine--corrinoid protein] Co-methyltransferase.,Q8TTA5 O93661 P0C0W5 P58970 Q8TS72 Q9P9N0 P0C0W6 P58971 Q8TN68 Q9P9M9 P58972,FALSE,2.1.1
2.1.1.250,[Trimethylamine--corrinoid protein] Co-methyltransferase.,Q8TTA9 P58973 Q8TS73 P58974 Q18TV3 Q24MI3 O93658 P0C0W7 Q12TR2 Q9P995,FALSE,2.1.1
2.1.1.251,Methylated-thiol--coenzyme M methyltransferase.,Q48924 Q8PUA8,FALSE,2.1.1
2.1.1.255,Geranyl diphosphate 2-C-methyltransferase.,A4FG18 A3KI18 Q9F1Y5 D3KYU3,FALSE,2.1.1
2.1.1.256,tRNA (guanine(6)-N(2))-methyltransferase.,O28105 Q57880 Q8U248 Q72IH5,FALSE,2.1.1
2.1.1.257,tRNA (pseudouridine(54)-N(1))-methyltransferase.,Q9YDX2 O29206 B9LP86 Q5UXQ3 B0R6T1 Q9HNR6 D4GTL8 A6UUT1 Q8TQU1 Q0W2G0 Q12XH2 Q2FS92 Q59034 Q8TWL5 A2STS4 A4FXV7 A9AB20 A6VFL5 Q8PU23 Q6LYR4 A0B6S6 A6UNQ5 Q3IRJ0 Q9V0N8 Q8ZVQ3 Q8U126 O50109 C5A7F5 Q5JF45 B6YVU7,FALSE,2.1.1
2.1.1.259,[Fructose-bisphosphate aldolase]-lysine N-methyltransferase.,Q9XI84 Q43088,FALSE,2.1.1
2.1.1.261,4-dimethylallyltryptophan N-methyltransferase.,D4AK46 C5FTN1 Q4WZ60 A8C7S0 M1W5Z7 Q5G5T6 A2TBU2 D4D447 B6D5I7,FALSE,2.1.1
2.1.1.262,Squalene methyltransferase.,H2E7T5 H2E7T6,FALSE,2.1.1
2.1.1.264,23S rRNA (guanine(2069)-N(7))-methyltransferase.,Q6FCR7 B2HWX8 B0VLH0 B0VAL5 A3MYD2 B3GZQ0 B0BRL8 A6VMR3 A0KKK7 A4SME4 Q0VQU5 B6ELD3 Q0A793 Q1W3E0 B4RZ48 P57444 Q8K9I4 B3PIL6 Q1QXV9 A8AID1 Q47Z09 A7MEX5 Q6AQA5 A5EX48 A7ZK52 Q8XDB2 B5YT79 B1X8Q2 A7ZYQ0 A1A9L8 Q0TJB3 Q8FJ88 B1IVY4 P75864 B1LJR4 Q1RDR6 A4W8W0 B2VDF6 B0U0U4 Q14HS5 A7NCY2 Q2A2U4 B2SGG3 A0Q621 Q0BLC3 Q5NGC3 A4IXN4 Q7VP04 Q4QP66 A5UB28 A5UFS2 P44524 Q0I4C6 Q2SCH1 B0UUM5 Q31IC8 Q5QX63 B5XY56 A6T742 Q5X969 A5I9H3 Q5ZZI8 Q5X0J6 A0L8B5 Q65UK6 A1TZG2 A6VW36 Q60AX5 Q9CNW9 Q6D459 Q3A2U5 Q7N612 Q6LRA0 B4EVC6 Q48JX8 Q15UB5 A6V328 Q9HZG0 Q1ICL2 Q4KFI6 Q3IGZ3 A4XWP8 A5W6K7 Q3KFC5 B0KG92 Q88L39 B1J5B7 Q883N9 Q4ZUM1 A4VM39 Q4FTN9 Q1QCP8 A1SX09 A5WGC0 Q21JW7 B5F1U5 A9MHU0 Q57QU1 B5FQZ1 B5QZF1 B5R6B4 B4TDY8 B4T1Z1 Q5PGE3 A9N6Y0 B5BBL9 B4TRX1 Q8Z7S6 Q8ZQ73 A8GCK7 A1S601 A3D5Q0 A6WPK6 A9L591 Q12LC6 Q07ZR3 B0TIX7 A3QDY0 Q8EFW4 A8H3Y1 A4Y5X4 A0KVL6 A8FW59 Q0HJZ9 Q0HWA0 A1RKM2 B1KDN0 B2TUD1 Q31YL1 Q32HV8 Q0T686 Q83RX5 Q3Z3H3 Q2NU80 B4SQ79 B2FJ58 A5F836 A7N0M8 Q9KRZ5 Q5E5B4 B5FE19 Q87PC0 Q7MKX1 Q8PM40 Q3BV47 Q4UT85 B0RV07 Q8PAE0 Q2P309 B2SIS8 Q5H029 B2IA87 Q9PA69 B0U5Z5 Q87A16 A1JMQ6 A7FJT9 Q1CA41 B2JYS1 Q7CHK7 A9R7L5 Q1CGJ3 A4TMZ0 Q66CG1 B1JQR7 Q9JYY8,FALSE,2.1.1
2.1.1.266,23S rRNA (adenine(2030)-N(6))-methyltransferase.,P37634 P31777,FALSE,2.1.1
2.1.1.267,"Flavonoid 3',5'-methyltransferase.",C7AE94 Q8GSN1,FALSE,2.1.1
2.1.1.269,Dimethylsulfoniopropionate demethylase.,Q4FP21 Q5LS57,FALSE,2.1.1
2.1.1.270,(+)-6a-hydroxymaackiain 3-O-methyltransferase.,O24305 P0DH60,FALSE,2.1.1
2.1.1.271,Cobalt-precorrin-4 methyltransferase.,O87696 Q58973 P0A2H0 P0A2G9,FALSE,2.1.1
2.1.1.273,Benzoate O-methyltransferase.,D9J100 Q6XMI3 D9J101,FALSE,2.1.1
2.1.1.274,Salicylate carboxymethyltransferase.,D9J100 Q6XMI3 Q9SPV4,FALSE,2.1.1
2.1.1.277,Anthranilate O-methyltransferase.,D9J0Z7 B6SU46 D9J100,FALSE,2.1.1
2.1.1.278,Indole-3-acetate O-methyltransferase.,Q9FLN8 Q0J998,FALSE,2.1.1
2.1.1.28,Phenylethanolamine N-methyltransferase.,P10938 P11086 P40935 Q06AU9 P10937,FALSE,2.1.1
2.1.1.280,Selenocysteine Se-methyltransferase.,P56707 Q4VNK0,FALSE,2.1.1
2.1.1.282,tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase.,Q8W4K1 Q8H4D4 Q9V074 Q8U1V7 O58796 Q5JFK6 Q9V1Y5 Q8TZG0 O59533 Q5JES6 Q9YDV3 O28220 Q5E9U4 Q6DHJ1 Q6IPR3 Q58905 Q8BSA9 Q19QT9 Q5R5S9 Q9UTA5 Q9UX16 C6A5A3 Q641F8 P53177,FALSE,2.1.1
2.1.1.287,25S rRNA (adenine(645)-N(1))-methyltransferase.,Q10257 P38961,FALSE,2.1.1
2.1.1.288,Aklanonic acid methyltransferase.,Q54818 Q55214,FALSE,2.1.1
2.1.1.289,Cobalt-precorrin-7 (C(5))-methyltransferase.,O87694 Q58917 P0A2H2 P0A2H1,FALSE,2.1.1
2.1.1.29,Transferred entry: 2.1.1.202 2.1.1.203 2.1.1.204,P38205 Q5ZLV4 Q9W4M9 Q08J23 Q1HFZ0 Q4V7N2 Q28E61 P40999 Q7YS61 O14717 O55055 Q4G073,TRUE,2.1.1
2.1.1.290,tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase.,Q75AW4 Q4WVD1 Q2U6D4 Q5A931 Q6FXA5 Q5BH52 Q4IER0 O60294 Q8BYR1 Q9P3K9 Q5XIA3 O60157 Q6C3P4 Q08282,FALSE,2.1.1
2.1.1.292,Carminomycin 4-O-methyltransferase.,Q06528 Q55216,FALSE,2.1.1
2.1.1.293,6-hydroxytryprostatin B O-methyltransferase.,B9WZX2 Q4WAW6 A1DA61,FALSE,2.1.1
2.1.1.294,"3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol3-phospho-methyltransferase.",Q47592 J7I4B7,FALSE,2.1.1
2.1.1.295,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase.",Q6ZLD3 Q2QM69 Q9LY74 P74388 P23525,FALSE,2.1.1
2.1.1.296,Methyltransferase cap2.,Q7ZVS8 Q9UAS6 Q8IYT2 Q8BWQ4 Q5RAY7 Q9QSP0 Q8JTG9 Q9E784 P24658 P13179 C6S3N3 A4UHQ2 A4UHQ7 Q91DD4 Q8JPX5 Q66802 Q5XX01 Q6V1Q2 Q05318 O89344 Q77SJ8 Q82707 Q82685 Q5K2K3 Q4W382 Q1PD54 P31352 Q6UY63 P35262 Q1PDC4 P35975 Q9WMB3 P12576 Q6E0W6 P0C568 P30929 P11205 Q9DLD3 Q997F0 P26676 P12577 Q88434 Q03396 Q4F8Z9 Q66T60 Q0GBX5 A3F5L9 Q8B6J5 A3RM23 Q9IPJ5 P11213 Q0GBY0 P16289 P41357 O10378 Q9DUD8 P06829 Q06996 O55528 P06447 Q9QJT4 P35341 Q91DR9 P31332 Q5GA85 D8V078 Q4VKV2 P03523 Q8B0H0 Q98776 Q8B0I0 Q8B0H5 P13615 P16379,FALSE,2.1.1
2.1.1.297,Peptide chain release factor N(5)-glutamine methyltransferase.,A9CG70 O66506 Q81JX2 Q814U1 P45873 Q8A1D7 Q8G3P4 O51215 Q7W022 Q89XT8 P57269 Q8K9W9 Q89AT0 Q63QE9 Q9A9T7 A9WBM9 B0B9D1 Q8KCD5 O84027 Q97F67 A5HY34 A4QDG2 P0DJB1 Q83AD8 Q9RXR2 Q727D9 B8E004 P0ACC1 Q831F7 A6H162 Q5NIA7 Q8R619 Q748B2 Q7NJS7 P45253 Q1II29 Q9CHX0 Q8F987 Q8Y4A9 Q6F0I4 Q2RFW1 P45832 Q6MU88 A0R213 P9WHV2 P9WHV3 Q5F5B4 Q9CN82 Q7VDL7 Q9HVC8 Q98G94 Q7ULT2 Q2RWE0 Q3J2B7 Q2S0V8 P40816 Q8EAR4 Q32GZ5 P0ACC2 Q2FWE1 Q9K4E3 Q8DPZ3 P74003 Q8DHV7 Q9WYV8 B5YIQ8 Q9KQ26 Q5E6T2 Q8PC99 Q9PD67 Q87DF7 Q7CIA2 Q1RH40 Q92G13 Q4UJU4 Q9ZCB3 Q68VR6,FALSE,2.1.1
2.1.1.298,Ribosomal protein L3 N(5)-glutamine methyltransferase.,Q7VXJ6 Q89DG5 Q63SZ9 P39199 Q5NEL0 P45106 Q5F783 Q9JTA1 Q9JYC0 Q9CNN7 Q9I347 P0A294 P0A293 Q8ECQ4 Q32DK7 P39200 Q9KQ83 Q5E3U5 Q8P7Q8 Q9PDL1 Q87DS5 Q0WDE1,FALSE,2.1.1
2.1.1.299,Protein N-terminal monomethyltransferase.,B8JM82 Q5VVY1 B2RXM4 D3ZVR1,FALSE,2.1.1
2.1.1.309,18S rRNA (guanine(1575)-N(7))-methyltransferase.,P25627 Q9LVD0,FALSE,2.1.1
